PL.,   Lifters,BY,Team,Weight,WF,Lot,Squat1,Squat2,Squat3,Best Squat,Bench1,Bench2,Bench3,Best Bench,Dead1,Dead2,Dead3,Best Deadlift,Total Tom,TOTAL,W.pts.,Pts.,Year,Sex,Division,Sort
4,Leighton Sarah,1979,CAN ,70.58,0.989,11,192.5,202.5,212.5,,120,125,132.5,,177.5,190,200,,0,527.5,521.69,7,2014,W,Open,617
5,Lepanse Benedicte,1978,FRA,46.03,"13,651",5,145,155,162.5,,85,90,92.5,,145,152.5,157.5,,0,405,552.85,6,2012,W,Open,1339
4,Liimatainen Miia,1986,SWE,50.45,"12,759",12,115,122.5,130,,60,65,70,,150,157.5,165,,0,345,440.2,7,2012,W,Classic,1553
9,Liimatainen Miia,1986,SWE,50.79,"12,694",9,165,175,182.5,,80,85,85,,155,165,167.5,,0,417.5,529.97,2,2012,W,Open,1350
6,Lima Rosimery,1977,GBR,56.75,"11,644",12,160,167.5,172.5,,90,95,95,,172.5,182.5,182.5,,0,450,523.98,5,2013,W,Open,960
7,Lima Rosimery,1977,GBR,55.85,"11,791",15,120,127.5,132.5,,72.5,77.5,80,,145,155,165,,0,362.5,427.42,4,2014,W,Classic,769
4,Lima Rosimery,1977,GBR ,56.56,"11,668",12,160,167.5,,,90,95,97.5,,170,180,187.5,,0,450,525.06,7,2014,W,Open,593
8,Lindberg Maria,1973,FIN,56.2,"11,733",13,162.5,170,175,,97.5,100,102.5,,165,170,177.5,,0,442.5,519.18,3,2012,W,Open,1364
3,Lindberg Maria,1973,FIN,56.55,"11,676",1,107.5,110,112.5,,80,85,85,,147.5,152.5,157.5,,0,355,414.5,8,2013,W,Classic,1146
12,Lishinskaya Alesya,1994,UZB,66.48,"10,319",13,150,170,180,,85,85,92.5,,130,140,140,,0,412.5,425.66,1,2013,W,Open,993
1,Loft Sofia,1990,SWE,50.55,"12,740",11,125,132.5,140,,75,80,82.5,,150,157.5,162.5,,0,385,490.49,12,2014,W,Classic,755
4,Lombosi Melinda,1978,HUN,115.2,0.8056,3,122.5,127.5,132.5,,110,112.5,117.5,,150,160,160,,0,405,326.26,7,2012,W,Classic,1605
5,Lopez Rowena,1977,USA,56.68,"11,655",10,165,170,172.5,,102.5,107.5,112.5,,175,185,195,,0,467.5,544.87,6,2013,W,Open,959
—,Lopez Rowena,1977,USA ,56.56,"11,668",4,165,170,170,,112.5,112.5,112.5,,180,192.5,197.5,,0,DSQ,—,—,2014,W,Open,601
2,Lough Bonica,1988,USA ,129.94,0.7884,10,250,265,282.5,,175,190,200,,200,217.5,222.5,,0,695,547.93,9,2014,W,Open,636
12,Lyons Rae-Leigh,1991,AUS,50.65,"12,720",13,72.5,72.5,77.5,,45,50,50,,85,85,95,,0,212.5,270.31,1,2012,W,Classic,1561
3,Macken Mary,1961,AUS,46.6,"13,532",18,102.5,107.5,112.5,,52.5,55,55,,135,140,145,,0,307.5,416.1,8,2012,W,Classic,1545
5,Macken Mary,1961,AUS,46.7,"13,511",12,110,110,112.5,,52.5,55,57.5,,132.5,137.5,137.5,,0,297.5,401.95,6,2013,W,Classic,1127
5,Macnab Anna,1984,GBR,108.75,0.8151,21,160,170,175,,75,80,82.5,,170,180,185,,0,432.5,352.53,6,2014,W,Classic,812
6,Maldonado Isabel,1988,ECU ,59.82,"11,178",3,180,190,197.5,,100,107.5,112.5,,185,185,195,,0,505,564.48,5,2014,W,Open,608
1,Manaena Sonia,1961,NZL,126,0.7928,1,170,177.5,177.5,,107.5,112.5,117.5,,215,225,237.5,,0,515,408.29,12,2012,W,Classic,1602
1,Manaena Sonia,1961,NZL,128.3,0.7902,15,177.5,182.5,182.5,,115,120,122.5,,220,230,236,,0,533.5,421.57,12,2013,W,Classic,1181
3,Manaena Sonia,1961,NZL,124.15,0.7949,16,175,175,,,102.5,,,,210,220,230,,0,507.5/w2/,403.39,8,2014,W,Classic,810
10,Martin Vanessa,1976,FRA,51.45,"12,569",13,150,160,162.5,,87.5,90,92.5,,145,150,152.5,,0,405,509.04,1,2012,W,Open,1351
8,Martin Vanessa,1976,FRA,51.29,"12,599",8,155,162.5,167.5,,92.5,97.5,97.5,,145,152.5,157.5,,0,417.5,526.01,3,2013,W,Open,946
8,Martin Vanessa,1976,FRA ,50.98,"12,654",8,162.5,170,170,,100,105,105,,152.5,157.5,160,,0,422.5,534.63,3,2014,W,Open,583
4,Martin Yvelise,1982,FRA,46.6,"13,532",14,105,107.5,107.5,,62.5,67.5,70,,112.5,120,125,,0,300,405.96,7,2013,W,Classic,1126
5,Martin Yvelise,1982,FRA,46.6,"13,532",1,105,105,110,,67.5,70,72.5,,115,122.5,127.5,,0,297.5,402.58,6,2014,W,Classic,751
5,McKinney Tiffany,1989,USA,93.83,0.8502,13,210,225,232.5,,180,190,197.5,,177.5,192.5,200,,0,622.5,529.25,6,2013,W,Open,1010
4,McKinney Tiffany,1989,USA ,100.16,0.8321,16,225,235,240,,190,200,205,,182.5,192.5,202.5,,0,647.5,538.78,7,2014,W,Open,638
1,Medvedeva Yulia,1986,RUS,66.86,"10,276",8,220,237.5,242.5,,160,170,175,,202.5,215,222.5,,0,617.5,634.56,12,2012,W,Open,1386
2,Medvedeva Yulia,1986,RUS,66.12,"10,360",4,220,230,235,,160,170,175,,190,200,215,,0,600,621.6,9,2013,W,Open,983
—,Medvedeva Yulia,1986,RUS ,67.4,"10,217",2,,,,,,,,,,,,,0,DSQ,—,—,2014,W,Open,622
7,Merifield Tarryn-Leigh,1987,RSA,68.85,"10,064",4,110,117.5,122.5,,60,65,70,,145,152.5,160,,0,347.5,349.72,4,2014,W,Classic,797
4,Mesheryakova Tatyana,1974,RUS,95.4,0.8452,22,175,182.5,182.5,,105,112.5,115,,180,185,190,,0,487.5,412.03,7,2013,W,Classic,1184
6,Meyer Tamara,1982,GER,68.15,"10,136",3,135,142.5,150,,67.5,72.5,82.5,,145,152.5,157.5,,0,372.5,377.58,5,2013,W,Classic,1168
3,Monserate Kenia,1991,ECU ,55.78,"11,799",5,180,190,195,,92.5,92.5,,,165,172.5,177.5,,0,460,542.75,8,2014,W,Open,592
7,Moses Gloria,1989,NGR,72.59,0.9708,7,180,195,215,,50,60,70,,170,190,200,,0,455,441.71,4,2013,W,Open,1001
7,Movlamova Sahragul,1978,TKM,45.95,"13,667",11,70,80,92.5,,65,70,75,,90,100,112.5,,0,275,375.86,4,2013,W,Classic,1129
8,Murray Louise,1988,GBR,54.85,"11,959",12,125,130,130,,72.5,77.5,82.5,,140,145,147.5,,0,360,430.51,3,2014,W,Classic,770
8,Murray Louise,1988,GBR ,54.74,"11,985",10,155,162.5,167.5,,92.5,97.5,97.5,,152.5,157.5,162.5,,0,417.5,500.37,3,2014,W,Open,597
11,Murray  Louise,1988,GBR,54.92,"11,947",15,132.5,140,145,,85,90,90,,145,152.5,157.5,,0,382.5,456.97,1,2013,W,Open,965
10,Najera Juanita,1981,USA,51.65,"12,531",17,140,147.5,152.5,,85,90,92.5,,157.5,167.5,177.5,,0,410,513.77,1,2013,W,Open,948
6,Nakada Yoshimi,1971,JPN,46.35,"13,583",17,65,70,72.5,,52.5,57.5,57.5,,95,105,107.5,,0,225,305.62,5,2012,W,Classic,1548
10,Nakada Yoshimi,1971,JPN,46.7,"13,511",8,70,75,75,,52.5,57.5,57.5,,97.5,102.5,110,,0,232.5,314.13,1,2013,W,Classic,1132
5,Nazarenko Svetlana,1965,KAZ,61.95,"10,877",10,125,132.5,132.5,,87.5,87.5,90,,155,165,170,,0,377.5,410.63,6,2013,W,Classic,1156
9,Newton Alix,1986,AUS,55.7,"11,816",9,120,125,127.5,,75,77.5,80,,132.5,132.5,137.5,,0,335,395.84,2,2014,W,Classic,771
7,Nieves Norma,1970,PUR ,79.34,0.9195,2,195,205,210,,120,127.5,132.5,,185,195,202.5,,0,522.5,480.43,4,2014,W,Open,632
6,Nokua Katariina,1973,FIN,103.75,0.8242,16,177.5,185,190,,95,100,100,,177.5,182.5,187.5,,0,462.5,381.19,5,2013,W,Classic,1186
2,Ochoa Vargas Vilma,1980,ECU,51.88,"12,489",16,200,210,215,,92.5,97.5,100,,167.5,177.5,185,,0,490,611.95,9,2012,W,Open,1343
3,Ochoa Vargas Vilma,1980,ECU,51.81,"12,502",16,205,218,218,,92.5,97.5,100,,170,175,177.5,,0,482.5,603.22,8,2013,W,Open,941
3,Ochoa Vargas Vilma,1980,ECU,51.9,"12,485",9,132.5,142.5,147.5,,75,80,82.5,,150,160,162.5,,0,380,474.43,8,2014,W,Classic,757
2,Ochoa Vargas Vilma,1980,ECU ,51.7,"12,522",10,195,205,212.5,,92.5,97.5,102.5,,162.5,172.5,180,,0,495,619.83,9,2014,W,Open,577
5,Oja Kirsi,1975,FIN,62.7,"10,779",18,125,125,135,,70,72.5,75,,145,152.5,157.5,,0,357.5,385.34,6,2012,W,Classic,1579
7,Okudo Chika,1991,JPN,57.65,"11,502",20,85,95,95,,60,65,70,,125,140,140,,0,275,316.29,4,2012,W,Classic,1581
13,Opdal Veronica,1985,NOR,71.61,0.9796,4,187.5,195,195,,107.5,112.5,112.5,,177.5,187.5,192.5,,0,490,480,1,2012,W,Open,1398
9,Opdal Veronica,1985,NOR,69.36,"10,012",12,187.5,195,200,,110,115,115,,170,175,185,,0,490,490.59,2,2013,W,Open,990
4,Oquendo Mailebis,1987,VEN,51.84,"12,496",21,175,182.5,190,,87.5,92.5,95,,175,185,185,,0,452.5,565.46,7,2012,W,Open,1345
2,Orobets Inna,1971,UKR,106.72,0.8186,6,235,242.5,250,,160,170,177.5,,190,205,217.5,,0,637.5,521.83,9,2012,W,Open,1415
4,Orobets Inna,1971,UKR,105.77,0.8203,12,235,245,252.5,,170,180,182.5,,200,212.5,217.5,,0,647.5,531.14,7,2013,W,Open,1009
5,Orobets Inna,1971,UKR ,108.66,0.8152,17,240,247.5,247.5,,180,190,200,,195,205,220,,0,635,517.65,6,2014,W,Open,639
2,O'Rouke Molly,1983,USA,102.65,0.8265,21,172.5,180,185,,112.5,117.5,122.5,,205,215,220,,0,522.5,431.85,9,2013,W,Classic,1182
5,Padgett Amanda,1987,USA,52.9,"12,302",6,112.5,120,122.5,,55,62.5,65,,125,145,150,,0,335,412.11,6,2012,W,Classic,1567
9,Pedersen Annette,1968,DEN,71.73,0.9785,16,195,207.5,215,,117.5,122.5,125,,200,210,215,,0,540,528.4,2,2012,W,Open,1394
8,Pedersen Annette,1968,DEN,70.5,0.99,2,195,195,202.5,,117.5,120,122.5,,195,202.5,202.5,,0,527.5,522.23,3,2013,W,Open,989
5,Pedersen Annette,1968,DEN ,71.56,0.9797,7,195,202.5,207.5,,115,117.5,120,,195,205,205,,0,520,509.44,6,2014,W,Open,618
6,Pellatt Meghan,1984,USA,61.25,"10,973",19,120,135,137.5,,72.5,77.5,85,,165,175,182.5,,0,397.5,436.18,5,2014,W,Classic,784
3,Petroczki Magdolna,1968,HUN,50.7,"12,711",2,120,125,130,,70,75,75,,130,140,152.5,,0,352.5,448.06,8,2012,W,Classic,1552
—,Petrova Anastasia,1985,RUS,56.44,"11,694",6,170,170,170,,130,135,142.5,,160,180,192.5,,0,Out,—,—,2013,W,Open,969
2,Piter Marzena,1989,POL,70.8,0.9871,9,125,135,137.5,,80,85,87.5,,180,190,202.5,,0,412.5,407.17,9,2012,W,Classic,1586
3,Piter Marzena,1989,POL,74.55,0.9543,4,130,140,147.5,,80,90,95,,170,185,185,,0,427.5,407.94,8,2013,W,Classic,1174
3,Piter Marzena,1989,POL,75.5,0.9467,11,152.5,162.5,167.5,,90,97.5,100,,187.5,195,202.5,,0,465,440.22,8,2014,W,Classic,803
14,Plaaitjies Seritha,1982,RSA,56.15,"11,742",6,75,85,95,,60,65,70,,120,132.5,142.5,,0,302.5,355.18,1,2014,W,Classic,776
3,Poletaeva Irina,1982,RUS,62.49,"10,806",8,210,215,215,,150,157.5,162.5,,182.5,195,200,,0,572.5,618.66,8,2012,W,Open,1373
4,Poletaeva Irina,1982,RUS,62.23,"10,840",1,202.5,210,212.5,,155,162.5,162.5,,185,192.5,197.5,,0,567.5,615.17,7,2013,W,Open,975
11,Polizzano Kristi,1992,USA,51.2,"12,616",11,95,100,105,,60,62.5,65,,120,130,130,,0,285,359.55,1,2012,W,Classic,1560
5,Potselueva Galina,1980,RUS,69.16,"10,032",7,230,240,240,,155,165,165,,190,202.5,202.5,,0,585,586.87,6,2012,W,Open,1390
8,Prokhorova Kseniya,1983,UKR,56.25,"11,725",16,100,107.5,112.5,,70,75,77.5,,115,125,132.5,,0,315,369.33,3,2012,W,Classic,1570
6,Prokhorova Kseniya,1983,UKR,57,"11,604",7,110,112.5,112.5,,72.5,77.5,80,,120,130,140,,0,327.5,380.03,5,2013,W,Classic,1149
13,Prokhorova Kseniya,1983,UKR,56.95,"11,612",5,110,117.5,117.5,,82.5,85,85,,132.5,140,142.5,,0,325,377.39,1,2014,W,Classic,775
4,Prymenchuk Tetyana,1972,UKR,56.94,"11,614",3,187.5,200,205,,122.5,127.5,130,,175,182.5,182.5,,0,502.5/w1/,583.58,7,2012,W,Open,1360
3,Puddicome Steph,1986,CAN,46.05,"13,646",6,110,115,117.5,,52.5,57.5,57.5,,142.5,150,152.5,,0,320,436.69,8,2014,W,Classic,749
3,Rantamaki Mervi,1974,FIN,56.88,"11,623",11,195,200,205,,112.5,112.5,117.5,,170,170,180,,0,502.5,584.06,8,2012,W,Open,1359
7,Reitmann Judith,1967,URU,86.78,0.8779,8,222.5,222.5,235,,120,125,130,,170,180,190,,0,527.5,463.09,4,2012,W,Open,1420
3,Ribic Priscilla,1972,USA,71.19,0.9835,15,210,225,235,,125,135,135,,215,215,247.5,,0,597.5,587.63,8,2012,W,Open,1388
1,Ribic Priscilla,1972,USA ,71.7,0.9788,5,215,230,230,,135,142.5,150,,220,235,247.5,,0,627.5 -w1,614.19,12,2014,W,Open,614
6,Richardson Louise,1977,GBR,68.25,"10,126",5,137.5,137.5,150,,60,65,70,,160,172.5,177.5,,0,392.5,397.45,5,2014,W,Classic,796
7,Robinson Tina,1967,USA,86.65,0.8785,25,137.5,147.5,155,,107.5,112.5,117.5,,160,170,177.5,,0,442.5,388.76,4,2013,W,Classic,1187
—,Ruud Inger Johanne,1991,NOR,80.35,0.9128,5,217.5,225,232.5,,135,135,135,,197.5,207.5,212.5,,0,Out,—,—,2013,W,Open,1004
1,Ryzhkova Anna,1986,RUS,56.65,"11,660",6,140,150,155,,90,95,97.5,,157.5,167.5,175,,0,420,489.72,12,2013,W,Classic,1144
2,Ryzhkova Anna,1986,RUS,56.86,"11,626",9,200,212.5,217.5,,125,130,135,,180,190,197.5,,0,542.5,630.71,9,2013,W,Open,956
7,Saari Marju,1973,FIN,69.45,"10,003",8,107.5,112.5,117.5,,85,87.5,90,,140,150,152.5,,0,352.5,352.6,4,2012,W,Classic,1591
8,Sadler Jenna,1984,GBR,71.85,0.9774,6,92.5,100,105,,57.5,62.5,65,,145,155,160,,0,325,317.65,3,2012,W,Classic,1592
8,Sadler Jenna,1984,GBR,71.9,0.9769,17,95,100,100,,60,65,67.5,,150,160,160,,0,315,307.72,3,2013,W,Classic,1170
12,Sakamaki Yoriko,1990,JPN,51.95,"12,476",19,130,142.5,142.5,,75,82.5,87.5,,140,150,157.5,,0,375,467.85,1,2013,W,Open,950
9,Sakamaki Yoriko,1990,JPN ,50.5,"12,750",11,140,140,150,,85,92.5,97.5,,140,150,160,,0,392.5,500.43,2,2014,W,Open,584
12,Sakuyama Yuko,1987,JPN,55.95,"11,774",4,115,125,125,,85,90,95,,125,135,135,,0,330,388.56,1,2014,W,Classic,774
1,Salnikova Natalia,1986,RUS,51.24,"12,608",1,180,192.5,200,,120,125,130,,165,175,180,,0,505.0/w/,636.72,12,2012,W,Open,1342
1,Salnikova Natalia,1986,RUS,50.75,"12,702",11,187.5,195,202.5,,115,122.5,130,,172.5,182.5,190,,0,522.5/w/,663.68,12,2013,W,Open,939
1,Salnikova Natalia,1986,RUS ,51.36,"12,578",14,195,205,212.5,,125,132.5,137.5,,170,182.5,187.5,,0,530.0 -w,666.63,12,2014,W,Open,576
6,Sandu Jackie,1956,CAN,51.3,"12,597",8,100,100,105,,60,62.5,65,,130,142.5,155,,0,317.5,399.95,5,2012,W,Classic,1555
7,Sandvik Marcela,1974,FIN,51.55,"12,551",14,100,102.5,107.5,,75,80,82.5,,125,132.5,135,,0,317.5,398.47,4,2012,W,Classic,1556
2,Sari Noviana,1984,INA,60.4,"11,092",10,210,220,230,,125,132.5,142.5,,215,225,230,,0,587.5,651.65,9,2012,W,Open,1372
3,Sari Noviana,1984,INA,60.52,"11,075",9,200,200,220,,125,135,142.5,,210,220,225,,0,575,636.81,8,2013,W,Open,974
—,Schwengl Ilka,1965,AUT,46.72,"13,507",14,135,140,142.5,,107.5,107.5,107.5,,,,,,0,Out,—,—,2012,W,Open,1340
4,Scott Alison,1988,CAN,62.1,"10,858",5,135,142.5,142.5,,80,85,87.5,,150,160,175,,0,380,412.6,7,2013,W,Classic,1155
4,Sebastian Sandra,1986,USA,69.35,"10,013",5,122.5,132.5,140,,75,80,82.5,,167.5,177.5,182.5,,0,397.5,398.01,7,2012,W,Classic,1588
2,Sellen Jenny,1976,SWE,94.84,0.8469,2,150,152.5,155,,90,95,100,,180,185,187.5,,0,437.5,370.51,9,2012,W,Classic,1603
7,Shotton-Gale Charlotte,1983,GBR,83.82,0.8927,2,185,185,195,,125,125,130,,180,187.5,192.5,,0,507.5,453.04,4,2012,W,Open,1409
5,Shotton-Gale Charlotte,1983,GBR,83.63,0.8937,11,192.5,202.5,210,,122.5,127.5,127.5,,185,192.5,192.5,,0,510,455.79,6,2013,W,Open,999
6,Shotton-Gale Charlotte,1983,GBR,84,0.8917,14,140,150,155,,85,90,,,170,177.5,177.5,,0,410,365.6,5,2014,W,Classic,806
6,Shotton-Gale Charlotte,1983,GBR ,83.82,0.8928,1,190,200,207.5,,120,127.5,127.5,,185,195,200,,0,530,473.18,5,2014,W,Open,631
11,Sirkia Mervi,1972,FIN,51.84,"12,496",20,155,155,160,,90,92.5,92.5,,155,160,167.5,,0,405,506.1,1,2012,W,Open,1352
6,Sirkia Mervi,1972,FIN,51.75,"12,513",4,92.5,97.5,97.5,,70,72.5,75,,142.5,147.5,147.5,,0,307.5,384.77,5,2013,W,Classic,1139
—,Sirkia Mervi,1972,FIN,51.83,"12,498",18,155,155,155,,92.5,92.5,95,,150,,,,0,Out,—,—,2013,W,Open,953
14,Sirochetdinova Ramilya,1993,UZB,50.98,"12,658",9,100,115,,,92.5,97.5,100,,120,140,,,0,312.5,395.56,1,2013,W,Open,952
6,Smoot Priscilla,1979,AUS,46.15,"13,625",2,85,90,90,,50,55,57.5,,115,122.5,125,,0,270,367.89,5,2014,W,Classic,752
1,Soloviova Larysa,1978,UKR,62.87,"10,757",14,210,220,227.5,,150,160,165.5,,220,240,245.5,,0,633.0/w/,680.89,12,2012,W,Open,1371
1,Soloviova Larysa,1978,UKR,62.84,"10,760",5,215,225,235.5,,155,162.5,162.5,,215,230,240,,0,638.0/w/,686.49,12,2013,W,Open,972
1,Soloviova Larysa,1978,UKR ,62.62,"10,792",11,215,230,240.5,,160,167,168,,210,220,230,,0,638.5 -w,689.06,12,2014,W,Open,603
1,Sri Hartani,1984,INA,56.38,"11,704",7,205,215,222.5,,130,135,140.5,,180,190,195,,0,545,637.87,12,2012,W,Open,1357
1,Sri Hartati,1984,INA,56.03,"11,761",5,205,215,216,,130,135,141,,180,190,197.5,,0,547,643.33,12,2013,W,Open,955
9,Steel Ellie,1991,GBR ,57.86,"11,463",5,150,160,167.5,,95,102.5,107.5,,150,160,167.5,,0,442.5,507.23,2,2014,W,Open,611
12,Steger Nicole,1981,GER,68.76,"10,073",6,182.5,182.5,190,,107.5,115,115,,195,202.5,207.5,,0,505,508.68,1,2012,W,Open,1397
7,Stephens Susan,1968,USA,56.4,"11,701",3,100,107.5,115,,57.5,62.5,67.5,,130,140,140,,0,305,356.88,4,2013,W,Classic,1150
11,Stevens Bronwyn,1970,NZL,56.9,"11,620",2,130,137.5,137.5,,62.5,65,65,,137.5,142.5,142.5,,0,332.5,386.36,1,2014,W,Classic,773
7,Stinn Fowler Rhaea,1988,CAN,71.51,0.9805,13,200,210,217.5,,140,140,145,,177.5,190,202.5,,0,552.5,541.73,4,2012,W,Open,1392
5,Stinn Fowler Rhaea,1988,CAN,71.64,0.9793,5,205,215,220,,145,150,152.5,,185,192.5,200,,0,560,548.41,6,2013,W,Open,986
3,Stinn Rhaea,1988,CAN ,71.4,0.9815,6,215,222.5,227.5,,145,150,152.5,,190,200,212.5,,0,587.5,576.63,8,2014,W,Open,616
1,Strik Ielja,1973,NED,83.35,0.8952,6,180,195,205,,120,130,135,,185,195,195,,0,535.0/w/,478.95,12,2012,W,Classic,1595
2,Strik Ielja,1973,NED,83.55,0.8942,9,245,250,252.5,,160,167.5,172.5,,215,215,220,,0,637.5,570.02,9,2012,W,Open,1404
1,Strik Ielja,1973,NED,83.45,0.8947,7,190,200,205,,127.5,132.5,135.5,,180,190,195,,0,530.5,474.64,12,2013,W,Classic,1172
1,Strik Ielja,1973,NED,83.07,0.8968,1,240,255,268,,165,175,180,,200,210,215,,0,645,578.44,12,2013,W,Open,995
1,Strik Ielja,1973,NED,83,0.8972,12,195,205.5,205.5,,127.5,136,136,,180,190,197.5,,0,512.5/w1/,459.81,12,2014,W,Classic,801
3,Strik Ielja,1973,NED ,83.6,0.8939,7,247.5,257.5,262.5,,165,175,181.5,,210,212.5,212.5,,0,642.5,574.33,8,2014,W,Open,628
3,Strufa Anastasya,1986,RUS ,46.86,"13,470",4,170,180,180,,105,112.5,115,,155,162.5,162.5,,0,457.5 -c,616.25,8,2014,W,Open,571
8,Stuetz Silvia,1978,GER,62.75,"10,772",21,100,105,110,,80,87.5,87.5,,150,162.5,170,,0,347.5,374.33,3,2014,W,Classic,787
3,Su Fang-Yun,1992,TPE,107.55,0.8171,9,210,225,230,,90,100,102.5,,160,167.5,175,,0,507.5,414.68,8,2013,W,Classic,1183
2,Su Fang-Yun,1992,TPE,112.5,0.8093,18,210,222.5,230.5,,90,95,102.5,,170,175,180,,0,513,415.17,9,2014,W,Classic,809
11,Sugo Momoko,1990,JPN,52.05,"12,457",2,85,92.5,100,,52.5,57.5,60,,120,130,132.5,,0,272.5,339.45,1,2012,W,Classic,1573
8,Suzuki Kyoko,1977,JPN,66.2,"10,351",9,112.5,120,125,,55,60,65,,127.5,135,145,,0,320,331.23,3,2014,W,Classic,798
4,Szabo Agnes,1988,HUN,108.23,0.8159,17,210,220,230,,175,175,180,,160,175,185,,0,580,473.24,7,2012,W,Open,1417
8,Szuch Shantelle,1979,CAN ,62.18,"10,844",2,165,170,170,,87.5,92.5,95,,165,172.5,180,,0,445,482.55,3,2014,W,Open,610
12,Tapia Jannitzzi,1994,PUR,55.84,"11,793",12,125,132.5,145,,60,65,70,,130,140,147.5,,0,337.5,398,1,2012,W,Open,1368
8,Tavares Cicera,1976,BRA,61.97,"10,875",9,197.5,197.5,197.5,,95,100,102.5,,205,210,210,,0,505,549.18,3,2012,W,Open,1378
5,Tavares Cicera,1976,BRA,62.3,"10,831",3,205,217.5,222.5,,100,107.5,110,,210,220,220,,0,542.5,587.58,6,2013,W,Open,976
3,Tavares Cicera,1976,BRA,61.85,"10,891",24,155,155,160,,75,80,82.5,,175,182.5,192.5,,0,422.5,460.14,8,2014,W,Classic,781
2,Tavares Cicera,1976,BRA ,61.68,"10,911",8,220,232.5,240.5,,110,115,115,,210,215,220,,0,557.5,608.28,9,2014,W,Open,604
10,Terada Yukie,1974,JPN,56.91,"11,618",9,160,160,170,,90,95,95,,160,167.5,175,,0,425,493.78,1,2012,W,Open,1366
8,Terada Yukie,1974,JPN,56.67,"11,657",16,160,160,170,,90,95,100,,165,165,175,,0,420,489.59,3,2013,W,Open,962
9,Terada Yukie,1974,JPN ,56.6,"11,668",3,152.5,160,167.5,,90,95,95,,160,167.5,175,,0,417.5,487.13,2,2014,W,Open,598
10,Teramura Mika,1962,JPN,53.5,"12,194",15,80,90,102.5,,60,65,70,,120,125,127.5,,0,282.5,344.48,1,2012,W,Classic,1572
12,Teramura Mika,1962,JPN,51.83,"12,498",6,135,142.5,152.5,,92.5,95,100,,142.5,150,157.5,,0,387.5,484.3,1,2012,W,Open,1353
11,Teramura Mika,1962,JPN,51.59,"12,543",14,137.5,147.5,147.5,,92.5,95,97.5,,140,150,157.5,,0,385,482.91,1,2013,W,Open,949
11,Teramura Mika,1962,JPN ,51.7,"12,522",19,135,135,135,,90,90,90,,135,145,150,,0,370,463.31,1,2014,W,Open,586
2,Thompson Jennifer,1973,USA,61.6,"10,925",11,137.5,142.5,142.5,,125,132.5,137,,172.5,192.5,200,,0,467.5,510.74,9,2012,W,Classic,1576
1,Thompson Jennifer,1973,USA,60.65,"11,056",22,130,142.5,150,,125,137.5,140.5,,160,190,197.5,,0,477.5,527.92,12,2014,W,Classic,779
5,Thomsen Tamara,1982,GER,67.65,"10,190",8,145,152.5,157.5,,75,80,82.5,,155,160,162.5,,0,392.5,399.96,6,2014,W,Classic,795
10,Timmers Ankie,1986,NED,71.77,0.9782,2,195,195,200,,132.5,132.5,137.5,,202.5,212.5,217.5,,0,540,528.21,1,2012,W,Open,1395
6,Timmers Ankie,1986,NED,70.54,0.9896,1,190,197.5,202.5,,132.5,137.5,142.5,,195,207.5,212.5,,0,547.5,541.81,5,2013,W,Open,987
2,Timoshchuk Valeria,1988,RUS,79.85,0.916,15,170,180,190,,102.5,107.5,110,,175,185,190,,0,480,439.66,9,2014,W,Classic,802
4,Timoshchuk Valeria,1988,RUS ,80.4,0.9125,6,252.5,262.5,262.5,,145,152.5,157.5,,190,200,210,,0,630,574.87,7,2014,W,Open,629
5,Tsvetkova Svetlana,1980,RUS,78.22,0.9268,1,225,232.5,237.5,,135,140,145,,205,215,222.5,,0,592.5,549.11,6,2012,W,Open,1407
5,Tushuizen Katie,1981,AUS,101.35,0.8294,5,137.5,145,152.5,,70,75,77.5,,170,180,180,,0,392.5,325.53,6,2012,W,Classic,1606
7,Tushuizen Katie,1981,AUS,83.5,0.8944,19,105,115,122.5,,67.5,72.5,77.5,,155,162.5,172.5,,0,350,313.04,4,2013,W,Classic,1178
13,Tuylieva Jeren,1991,TKM,62.01,"10,870",4,150,162.5,162.5,,75,80,,,130,140,145,,0,382.5,415.76,1,2012,W,Open,1383
10,Usuki Ayumi,1980,JPN ,56.04,"11,766",6,135,140,142.5,,70,70,70,,120,120,125,,0,332.5,391.21,1,2014,W,Open,599
3,Van der Meulen Brenda,1978,NED,112.31,0.8096,19,205,220,227.5,,165,175,180,,180,190,195,,0,597.5,483.73,8,2012,W,Open,1416
7,Van Dusen Kathleen,1988,USA,70.21,0.9928,3,192.5,205,210,,130,135,140,,175,185,187.5,,0,535,531.15,4,2013,W,Open,988
7,Van Heerden Farana,1988,RSA,47.7,"13,305",10,80,90,105,,35,40,42.5,,110,120,125,,0,270,359.24,4,2014,W,Classic,761
—,Van Jaarveld Danel,1977,RSA,61.35,"10,959",20,110,110,110,,60,62.5,65,,125,130,135,,0,Out,—,—,2014,W,Classic,789
8,Van Staden Minako,1984,JPN,50.9,"12,673",16,90,100,100,,67.5,70,72.5,,140,145,155,,0,315,399.19,3,2012,W,Classic,1557
4,Van Wyk Chleo,1990,AUS,80.1,0.9144,13,160,167.5,167.5,,97.5,105,107.5,,185,192.5,200,,0,457.5,418.34,7,2014,W,Classic,804
4,Vasquez Maria Luisa,1985,PUR,46.14,"13,628",17,162.5,167.5,170,,85,90,92.5,,145,152.5,157.5,,0,410,558.73,7,2012,W,Open,1338
